"Gene ID","source_id","Input Order","Organism","Genomic Location (Gene)","Input ID","Search Weight","Computed GO Component IDs","Computed GO Components","Computed GO Function IDs","Computed GO Functions","Computed GO Process IDs","Computed GO Processes","Curated GO Component IDs","Curated GO Components","Curated GO Function IDs","Curated GO Functions","Curated GO Process IDs","Curated GO Processes","EC numbers","EC numbers from OrthoMCL"
"PfIT_020010100","PfIT_020010100-t41_1","988","Plasmodium falciparum IT","PfIT_02:210,455..213,038(+)","PFIT_0204600","10","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PfIT_020011200","PfIT_020011200-t41_1","452","Plasmodium falciparum IT","PfIT_02:253,979..258,349(-)","PFIT_0205800","10","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PfIT_020011500","PfIT_020011500-t41_1","1454","Plasmodium falciparum IT","PfIT_02:264,696..265,523(-)","PFIT_0206100","10","N/A","N/A","N/A","N/A","GO:0007155","cell adhesion","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PfIT_020012300","PfIT_020012300-t41_1","702","Plasmodium falciparum IT","PfIT_02:294,584..297,990(-)","PFIT_0206900","10","N/A","N/A","GO:0008234","cysteine-type peptidase activity","GO:0006508","proteolysis","N/A","N/A","N/A","N/A","N/A","N/A","3.4.22.- (Cysteine endopeptidases.);3.4.22.2 (Papain)","3.4.22.- (Cysteine endopeptidases.);3.4.22.2 (Papain)"
"PfIT_020012400","PfIT_020012400-t41_1","720","Plasmodium falciparum IT","PfIT_02:299,813..303,127(-)","PFIT_0207000","10","N/A","N/A","GO:0008234","cysteine-type peptidase activity","GO:0006508","proteolysis","N/A","N/A","N/A","N/A","N/A","N/A","3.4.22.- (Cysteine endopeptidases.);3.4.22.2 (Papain)","3.4.22.- (Cysteine endopeptidases.);3.4.22.2 (Papain)"
"PfIT_020012600","PfIT_020012600-t41_1","638","Plasmodium falciparum IT","PfIT_02:308,504..312,208(-)","PFIT_0207200","10","N/A","N/A","GO:0008234","cysteine-type peptidase activity","GO:0006508","proteolysis","N/A","N/A","N/A","N/A","N/A","N/A","3.4.22.- (Cysteine endopeptidases.);3.4.22.2 (Papain)","3.4.22.- (Cysteine endopeptidases.);3.4.22.2 (Papain)"
"PfIT_020012800","PfIT_020012800-t41_1","349","Plasmodium falciparum IT","PfIT_02:318,848..326,112(+)","PFIT_0207400","10","N/A","N/A","GO:0005544","calcium-dependent phospholipid binding","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PfIT_020013000","PfIT_020013000-t41_1","370","Plasmodium falciparum IT","PfIT_02:328,478..333,826(+)","PFIT_0207600","10","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PfIT_020013100","PfIT_020013100-t41_1","282","Plasmodium falciparum IT","PfIT_02:334,170..340,228(-)","PFIT_0207700","10","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PfIT_020014200","PfIT_020014200-t41_1","1107","Plasmodium falciparum IT","PfIT_02:382,155..383,672(-)","PFIT_0208800","10","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PfIT_020014400","PfIT_020014400-t41_1","1067","Plasmodium falciparum IT","PfIT_02:391,071..392,747(-)","PFIT_0209000","10","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PfIT_020014800","PfIT_020014800-t41_1","173","Plasmodium falciparum IT","PfIT_02:404,184..412,009(-)","PFIT_0209500","10","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PfIT_020016000","PfIT_020016000-t41_1","551","Plasmodium falciparum IT","PfIT_02:454,074..457,832(+)","PFIT_0210900","10","N/A","N/A","GO:0005515","protein binding","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PfIT_020016200","PfIT_020016200-t41_1","561","Plasmodium falciparum IT","PfIT_02:460,738..464,469(+)","PFIT_0211100","10","N/A","N/A","GO:0005524;GO:0004672","ATP binding;protein kinase activity","GO:0006468","protein phosphorylation","N/A","N/A","N/A","N/A","N/A","N/A","2.7.11.1 (Non-specific serine/threonine protein kinase)","2.7.11.1 (Non-specific serine/threonine protein kinase)"
"PfIT_020016600","PfIT_020016600-t41_1","323","Plasmodium falciparum IT","PfIT_02:474,408..479,963(+)","PFIT_0211500","10","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PfIT_020016900","PfIT_020016900-t41_1","48","Plasmodium falciparum IT","PfIT_02:486,129..498,676(-)","PFIT_0211800","10","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PfIT_020017200","PfIT_020017200-t41_1","1146","Plasmodium falciparum IT","PfIT_02:515,377..516,738(-)","PFIT_0212100","10","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PfIT_020017300","PfIT_020017300-t41_1","576","Plasmodium falciparum IT","PfIT_02:518,913..522,512(+)","PFIT_0212200","10","GO:0016020","membrane","GO:0015297;GO:0042910","antiporter activity;xenobiotic transmembrane transporter activity","GO:0055085","transmembrane transport","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PfIT_020018100","PfIT_020018100-t41_1","193","Plasmodium falciparum IT","PfIT_02:536,965..545,760(-)","PFIT_0213000","10","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PfIT_020018400","PfIT_020018400-t41_1","619","Plasmodium falciparum IT","PfIT_02:551,526..555,182(-)","PFIT_0213300","10","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","3.1.3.16 (Protein-serine/threonine phosphatase)","3.1.3.16 (Protein-serine/threonine phosphatase)"
"PfIT_020018800","PfIT_020018800-t41_1","190","Plasmodium falciparum IT","PfIT_02:569,185..576,687(+)","PFIT_0213700","10","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PfIT_020019100","PfIT_020019100-t41_1","363","Plasmodium falciparum IT","PfIT_02:584,730..589,896(+)","PFIT_0214000","10","N/A","N/A","GO:0005524;GO:0004672","ATP binding;protein kinase activity","GO:0006468","protein phosphorylation","N/A","N/A","N/A","N/A","N/A","N/A","2.7.11.1 (Non-specific serine/threonine protein kinase)","2.7.11.1 (Non-specific serine/threonine protein kinase)"
"PfIT_020019300","PfIT_020019300-t41_1","514","Plasmodium falciparum IT","PfIT_02:595,658..599,849(+)","PFIT_0214200","10","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PfIT_020019400","PfIT_020019400-t41_1","709","Plasmodium falciparum IT","PfIT_02:601,153..606,053(+)","PFIT_0214300","10","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PfIT_020019500","PfIT_020019500-t41_1","796","Plasmodium falciparum IT","PfIT_02:607,414..610,035(-)","PFIT_0214400","10","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","6.2.1.3 (Long-chain-fatty-acid--CoA ligase)","6.2.1.2 (Medium-chain acyl-CoA ligase);6.2.1.20 (Long-chain-fatty-acid--[acyl-carrier-protein] ligase);6.2.1.3 (Long-chain-fatty-acid--CoA ligase)"
"PfIT_020019900","PfIT_020019900-t41_1","706","Plasmodium falciparum IT","PfIT_02:625,109..628,057(-)","PFIT_0214800","10","N/A","N/A","GO:0005515","protein binding","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PfIT_020020000","PfIT_020020000-t41_1","904","Plasmodium falciparum IT","PfIT_02:630,990..633,230(+)","PFIT_0214900","10","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PfIT_020020100","PfIT_020020100-t41_1","1204","Plasmodium falciparum IT","PfIT_02:633,646..634,893(-)","PFIT_0215000","10","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PfIT_020020500","PfIT_020020500-t41_1","309","Plasmodium falciparum IT","PfIT_02:649,155..655,118(+)","PFIT_0215400","10","N/A","N/A","GO:0005524","ATP binding","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","3.6.4.13 (RNA helicase)","2.3.1.48 (Histone acetyltransferase);2.7.11.1 (Non-specific serine/threonine protein kinase);3.6.4.13 (RNA helicase)"
"PfIT_020020600","PfIT_020020600-t41_1","585","Plasmodium falciparum IT","PfIT_02:655,509..659,072(-)","PFIT_0215500","10","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PfIT_020021200","PfIT_020021200-t41_1","479","Plasmodium falciparum IT","PfIT_02:680,819..686,324(+)","PFIT_0216100","10","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PfIT_020021300","PfIT_020021300-t41_1","645","Plasmodium falciparum IT","PfIT_02:686,722..690,060(-)","PFIT_0216200","10","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PfIT_020021400","PfIT_020021400-t41_1","1077","Plasmodium falciparum IT","PfIT_02:691,755..693,398(+)","PFIT_0216300","10","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PfIT_020021700","PfIT_020021700-t41_1","348","Plasmodium falciparum IT","PfIT_02:700,226..705,619(-)","PFIT_0216600","10","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PfIT_020022100","PfIT_020022100-t41_1","379","Plasmodium falciparum IT","PfIT_02:713,949..719,996(-)","PFIT_0217000","10","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PfIT_020022700","PfIT_020022700-t41_1","848","Plasmodium falciparum IT","PfIT_02:733,334..735,763(-)","PFIT_0217600","10","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PfIT_020024500","PfIT_020024500-t41_1","542","Plasmodium falciparum IT","PfIT_02:786,716..791,838(+)","PFIT_0219400","10","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PfIT_020024600","PfIT_020024600-t41_1","711","Plasmodium falciparum IT","PfIT_02:794,767..797,988(+)","PFIT_0219500","10","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PfIT_020024700","PfIT_020024700-t41_1","1522","Plasmodium falciparum IT","PfIT_02:799,732..800,518(-)","PFIT_0219600","10","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PfIT_020025000","PfIT_020025000-t41_1","1483","Plasmodium falciparum IT","PfIT_02:813,499..814,430(-)","PFIT_0219900","10","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PfIT_020025300","PfIT_020025300-t41_1","460","Plasmodium falciparum IT","PfIT_02:828,444..833,691(+)","PFIT_0220200","10","N/A","N/A","N/A","N/A","GO:0020035","cytoadherence to microvasculature, mediated by symbiont protein","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PfIT_020025500","PfIT_020025500-t41_1","1371","Plasmodium falciparum IT","PfIT_02:837,654..838,705(+)","PFIT_0220400","10","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PfIT_020025700","PfIT_020025700-t41_1","1479","Plasmodium falciparum IT","PfIT_02:844,508..845,333(+)","PFIT_0220600","10","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PfIT_020026500","PfIT_020026500-t41_1","1480","Plasmodium falciparum IT","PfIT_02:867,908..868,682(-)","PFIT_0222000","10","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PfIT_030005500","PfIT_030005500-t41_1","1285","Plasmodium falciparum IT","PfIT_03:38,908..40,186(+)","PFIT_0300600","10","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PfIT_030005600","PfIT_030005600-t41_1","1341","Plasmodium falciparum IT","PfIT_03:42,053..43,240(+)","PFIT_0300700","10","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PfIT_030006200","PfIT_030006200-t41_1","1466","Plasmodium falciparum IT","PfIT_03:62,777..63,626(-)","PFIT_0301300","10","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PfIT_030006400","PfIT_030006400-t41_1","909","Plasmodium falciparum IT","PfIT_03:68,628..70,936(-)","PFIT_0301500","10","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PfIT_030007000","PfIT_030007000-t41_1","472","Plasmodium falciparum IT","PfIT_03:96,927..102,213(+)","PFIT_0302100","10","N/A","N/A","N/A","N/A","GO:0020035","cytoadherence to microvasculature, mediated by symbiont protein","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PfIT_030007300","PfIT_030007300-t41_1","426","Plasmodium falciparum IT","PfIT_03:112,907..118,128(+)","PFIT_0302400","10","N/A","N/A","N/A","N/A","GO:0020035","cytoadherence to microvasculature, mediated by symbiont protein","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PfIT_030007900","PfIT_030007900-t41_1","456","Plasmodium falciparum IT","PfIT_03:140,251..144,597(-)","PFIT_0303000","10","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PfIT_030008000","PfIT_030008000-t41_1","593","Plasmodium falciparum IT","PfIT_03:147,138..151,905(+)","PFIT_0303100","10","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","3.1.3.4 (Phosphatidate phosphatase)","3.1.3.4 (Phosphatidate phosphatase)"
"PfIT_030009400","PfIT_030009400-t41_1","1185","Plasmodium falciparum IT","PfIT_03:198,862..200,154(-)","PFIT_0304500","10","GO:0009986","cell surface","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PfIT_030009900","PfIT_030009900-t41_1","50","Plasmodium falciparum IT","PfIT_03:214,078..225,987(-)","PFIT_0305000","10","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PfIT_030010000","PfIT_030010000-t41_1","618","Plasmodium falciparum IT","PfIT_03:228,962..232,381(+)","PFIT_0305100","10","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PfIT_030010100","PfIT_030010100-t41_1","726","Plasmodium falciparum IT","PfIT_03:232,996..236,151(-)","PFIT_0305200","10","N/A","N/A","GO:0004402","histone acetyltransferase activity","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PfIT_030010300","PfIT_030010300-t41_1","55","Plasmodium falciparum IT","PfIT_03:239,232..250,940(-)","PFIT_0305400","10","N/A","N/A","N/A","N/A","GO:0006895","Golgi to endosome transport","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PfIT_030010400","PfIT_030010400-t41_1","989","Plasmodium falciparum IT","PfIT_03:253,580..255,454(-)","PFIT_0305500","10","N/A","N/A","GO:0004518","nuclease activity","GO:0006281","DNA repair","N/A","N/A","N/A","N/A","N/A","N/A","4.2.99.18 (DNA-(apurinic or apyrimidinic site) lyase)","3.1.-.- (Acting on ester bonds.);4.2.99.18 (DNA-(apurinic or apyrimidinic site) lyase)"
"PfIT_030012300","PfIT_030012300-t41_1","1208","Plasmodium falciparum IT","PfIT_03:300,359..302,240(-)","PFIT_0307400","10","GO:0000940;GO:0005876","outer kinetochore;spindle microtubule","GO:0008017","microtubule binding","GO:0051301;GO:0007059","cell division;chromosome segregation","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PfIT_030012500","PfIT_030012500-t41_1","352","Plasmodium falciparum IT","PfIT_03:306,192..312,585(-)","PFIT_0307600","10","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PfIT_030012600","PfIT_030012600-t41_1","951","Plasmodium falciparum IT","PfIT_03:314,462..316,465(+)","PFIT_0307700","10","N/A","N/A","GO:0005515","protein binding","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PfIT_030012700","PfIT_030012700-t41_1","60","Plasmodium falciparum IT","PfIT_03:317,199..328,851(-)","PFIT_0307800","10","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PfIT_030012800","PfIT_030012800-t41_1","1130","Plasmodium falciparum IT","PfIT_03:330,750..332,231(+)","PFIT_0307900","10","N/A","N/A","GO:0003677","DNA binding","GO:0006260","DNA replication","N/A","N/A","N/A","N/A","N/A","N/A","2.7.7.7 (DNA-directed DNA polymerase)","2.7.7.7 (DNA-directed DNA polymerase)"
"PfIT_030012900","PfIT_030012900-t41_1","377","Plasmodium falciparum IT","PfIT_03:333,512..338,551(+)","PFIT_0308000","10","N/A","N/A","GO:0008270","zinc ion binding","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PfIT_030013700","PfIT_030013700-t41_1","493","Plasmodium falciparum IT","PfIT_03:356,146..360,240(-)","PFIT_0308800","10","N/A","N/A","GO:0003729","mRNA binding","GO:0000245","spliceosomal complex assembly","N/A","N/A","N/A","N/A","N/A","N/A","N/A","3.2.1.14 (Chitinase)"
"PfIT_030014100","PfIT_030014100-t41_1","814","Plasmodium falciparum IT","PfIT_03:374,322..377,381(+)","PFIT_0309200","10","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","2.1.1.22 (Carnosine N-methyltransferase)","2.1.1.22 (Carnosine N-methyltransferase)"
"PfIT_030014700","PfIT_030014700-t41_1","387","Plasmodium falciparum IT","PfIT_03:391,020..396,405(-)","PFIT_0309800","10","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PfIT_030015000","PfIT_030015000-t41_1","44","Plasmodium falciparum IT","PfIT_03:403,947..417,207(+)","PFIT_0310100","10","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PfIT_030015300","PfIT_030015300-t41_1","223","Plasmodium falciparum IT","PfIT_03:428,521..435,273(-)","PFIT_0310400","10","N/A","N/A","GO:0005524;GO:0003676","ATP binding;nucleic acid binding","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","3.6.4.13 (RNA helicase)","3.6.4.13 (RNA helicase)"
"PfIT_030015800","PfIT_030015800-t41_1","1498","Plasmodium falciparum IT","PfIT_03:445,616..446,445(+)","PFIT_0310900","10","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PfIT_030015900","PfIT_030015900-t41_1","1011","Plasmodium falciparum IT","PfIT_03:447,183..449,518(-)","PFIT_0311000","10","N/A","N/A","N/A","N/A","GO:0006397","mRNA processing","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PfIT_030016000","PfIT_030016000-t41_1","486","Plasmodium falciparum IT","PfIT_03:451,157..455,630(+)","PFIT_0311100","10","N/A","N/A","GO:0005524;GO:0004812;GO:0000166;GO:0004832","ATP binding;aminoacyl-tRNA ligase activity;nucleotide binding;valine-tRNA ligase activity","GO:0006418;GO:0006438","tRNA aminoacylation for protein translation;valyl-tRNA aminoacylation","N/A","N/A","N/A","N/A","N/A","N/A","6.1.1.9 (Valine--tRNA ligase)","6.1.1.9 (Valine--tRNA ligase)"
"PfIT_030016200","PfIT_030016200-t41_1","178","Plasmodium falciparum IT","PfIT_03:465,281..472,997(+)","PFIT_0311300","10","N/A","N/A","GO:0005524;GO:0004672","ATP binding;protein kinase activity","GO:0006468","protein phosphorylation","N/A","N/A","N/A","N/A","N/A","N/A","2.7.11.1 (Non-specific serine/threonine protein kinase)","2.7.11.1 (Non-specific serine/threonine protein kinase)"
"PfIT_030016600","PfIT_030016600-t41_1","995","Plasmodium falciparum IT","PfIT_03:483,072..485,300(+)","PFIT_0311700","10","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PfIT_030016700","PfIT_030016700-t41_1","868","Plasmodium falciparum IT","PfIT_03:485,738..488,077(-)","PFIT_0311800","10","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PfIT_030017300","PfIT_030017300-t41_1","1048","Plasmodium falciparum IT","PfIT_03:505,463..507,205(+)","PFIT_0312400","10","N/A","N/A","GO:0022857","transmembrane transporter activity","GO:0055085","transmembrane transport","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PfIT_030017900","PfIT_030017900-t41_1","846","Plasmodium falciparum IT","PfIT_03:516,148..519,219(+)","PFIT_0313000","10","N/A","N/A","GO:0005515","protein binding","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","6.3.2.19 (Transferred entry: 2.3.2.23, 2.3.2.27 and 6.2.1.45)","6.3.2.19 (Transferred entry: 2.3.2.23, 2.3.2.27 and 6.2.1.45)"
"PfIT_030018200","PfIT_030018200-t41_1","873","Plasmodium falciparum IT","PfIT_03:522,182..524,527(-)","PFIT_0313300","10","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PfIT_030018400","PfIT_030018400-t41_1","1055","Plasmodium falciparum IT","PfIT_03:528,325..530,854(-)","PFIT_0313500","10","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PfIT_030018700","PfIT_030018700-t41_1","644","Plasmodium falciparum IT","PfIT_03:538,671..541,976(-)","PFIT_0313800","10","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PfIT_030019500","PfIT_030019500-t41_1","588","Plasmodium falciparum IT","PfIT_03:565,136..568,684(-)","PFIT_0314600","10","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PfIT_030020100","PfIT_030020100-t41_1","346","Plasmodium falciparum IT","PfIT_03:599,457..606,434(+)","PFIT_0315300","10","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PfIT_030021000","PfIT_030021000-t41_1","195","Plasmodium falciparum IT","PfIT_03:625,977..633,330(-)","PFIT_0316200","10","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PfIT_030021200","PfIT_030021200-t41_1","695","Plasmodium falciparum IT","PfIT_03:638,422..641,412(-)","PFIT_0316400","10","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PfIT_030021900","PfIT_030021900-t41_1","721","Plasmodium falciparum IT","PfIT_03:662,420..665,577(+)","PFIT_0317100","10","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PfIT_030022100","PfIT_030022100-t41_1","86","Plasmodium falciparum IT","PfIT_03:675,648..685,904(-)","PFIT_0317300","10","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PfIT_030022200","PfIT_030022200-t41_1","1095","Plasmodium falciparum IT","PfIT_03:688,421..690,280(-)","PFIT_0317400","10","GO:0005634","nucleus","N/A","N/A","GO:0006260","DNA replication","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PfIT_030022300","PfIT_030022300-t41_1","413","Plasmodium falciparum IT","PfIT_03:692,746..697,994(-)","PFIT_0317500","10","N/A","N/A","GO:0005524;GO:0008017;GO:0003777","ATP binding;microtubule binding;microtubule motor activity","GO:0007018","microtubule-based movement","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PfIT_030022500","PfIT_030022500-t41_1","141","Plasmodium falciparum IT","PfIT_03:704,436..714,241(+)","PFIT_0317700","10","GO:0005634","nucleus","GO:0003676;GO:0005515","nucleic acid binding;protein binding","GO:0006281","DNA repair","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PfIT_030023000","PfIT_030023000-t41_1","189","Plasmodium falciparum IT","PfIT_03:724,553..731,989(+)","PFIT_0318200","10","N/A","N/A","GO:0003677;GO:0003899","DNA binding;DNA-directed 5'-3' RNA polymerase activity","GO:0006366;GO:0006351","transcription by RNA polymerase II;transcription, DNA-templated","N/A","N/A","N/A","N/A","N/A","N/A","2.7.7.6 (DNA-directed RNA polymerase)","2.7.7.6 (DNA-directed RNA polymerase)"
"PfIT_030023100","PfIT_030023100-t41_1","635","Plasmodium falciparum IT","PfIT_03:732,652..736,534(-)","PFIT_0318300","10","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PfIT_030023300","PfIT_030023300-t41_1","33","Plasmodium falciparum IT","PfIT_03:744,062..758,956(+)","PFIT_0318500","10","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PfIT_030023800","PfIT_030023800-t41_1","320","Plasmodium falciparum IT","PfIT_03:771,815..777,430(+)","PFIT_0319000","10","GO:0016021","integral component of membrane","GO:0005524;GO:0140326;GO:0000287;GO:0000166","ATP binding;ATPase-coupled intramembrane lipid transporter activity;magnesium ion binding;nucleotide binding","GO:0015914","phospholipid transport","N/A","N/A","N/A","N/A","N/A","N/A","3.6.3.1 (Transferred entry: 7.6.2.1)","3.6.3.1 (Transferred entry: 7.6.2.1);7.6.2.1 (P-type phospholipid transporter)"
"PfIT_030024200","PfIT_030024200-t41_1","511","Plasmodium falciparum IT","PfIT_03:786,330..790,397(+)","PFIT_0319400","10","N/A","N/A","GO:0005524;GO:0008017;GO:0003777","ATP binding;microtubule binding;microtubule motor activity","GO:0007018","microtubule-based movement","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PfIT_030025000","PfIT_030025000-t41_1","1056","Plasmodium falciparum IT","PfIT_03:818,547..820,262(+)","PFIT_0320200","10","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
