"Gene ID","source_id","Input Order","Organism","Genomic Location (Gene)","Input ID","Search Weight","Computed GO Component IDs","Computed GO Components","Computed GO Function IDs","Computed GO Functions","Computed GO Process IDs","Computed GO Processes","Curated GO Component IDs","Curated GO Components","Curated GO Function IDs","Curated GO Functions","Curated GO Process IDs","Curated GO Processes","EC numbers","EC numbers from OrthoMCL"
"PF3D7_0314600","PF3D7_0314600.1","4971","Plasmodium falciparum 3D7","Pf3D7_03_v3:586,077..588,321(+)","PF3D7_0314600","10","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PF3D7_0314800","PF3D7_0314800.1","1606","Plasmodium falciparum 3D7","Pf3D7_03_v3:604,442..608,381(+)","PF3D7_0314800","10","GO:0016020","membrane","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PF3D7_0314900","PF3D7_0314900.1","2718","Plasmodium falciparum 3D7","Pf3D7_03_v3:608,592..610,992(+)","PF3D7_0314900","10","GO:0005737;GO:0016021;GO:0016020","cytoplasm;integral component of membrane;membrane","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PF3D7_0315000","PF3D7_0315000.1","5514","Plasmodium falciparum 3D7","Pf3D7_03_v3:610,994..612,107(+)","PF3D7_0315000","10","N/A","N/A","GO:0008270","zinc ion binding","N/A","N/A","N/A","N/A","GO:0008270","zinc ion binding","N/A","N/A","N/A","N/A"
"PF3D7_0315100","PF3D7_0315100.1","5204","Plasmodium falciparum 3D7","Pf3D7_03_v3:612,333..614,159(-)","PF3D7_0315100","10","N/A","N/A","GO:0003723;GO:0003743","RNA binding;translation initiation factor activity","GO:0006413","translational initiation","GO:0043186;GO:0016281;GO:0005634","P granule;eukaryotic translation initiation factor 4F complex;nucleus","GO:0000340;GO:0000339;GO:0005515;GO:0003743","RNA 7-methylguanosine cap binding;RNA cap binding;protein binding;translation initiation factor activity","GO:0006413","translational initiation","N/A","3.4.21.59 (Tryptase)"
"PF3D7_0315200","PF3D7_0315200.1","556","Plasmodium falciparum 3D7","Pf3D7_03_v3:616,472..622,816(+)","PF3D7_0315200","10","N/A","N/A","N/A","N/A","N/A","N/A","GO:0020009","microneme","GO:0034235;GO:0043395","GPI anchor binding;heparan sulfate proteoglycan binding","GO:0002312;GO:0098609;GO:0044409","B cell activation involved in immune response;cell-cell adhesion;entry into host","N/A","N/A"
"PF3D7_0315300","PF3D7_0315300.1","766","Plasmodium falciparum 3D7","Pf3D7_03_v3:623,446..630,360(+)","PF3D7_0315300","10","GO:0016021","integral component of membrane","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PF3D7_0315400","PF3D7_0315400.1","4989","Plasmodium falciparum 3D7","Pf3D7_03_v3:630,342..631,821(-)","PF3D7_0315400","10","GO:0016021","integral component of membrane","N/A","N/A","N/A","N/A","GO:0020011","apicoplast","N/A","N/A","N/A","N/A","N/A","N/A"
"PF3D7_0315500","PF3D7_0315500.1","5153","Plasmodium falciparum 3D7","Pf3D7_03_v3:632,614..634,164(-)","PF3D7_0315500","10","GO:0005761","mitochondrial ribosome","GO:0003735","structural constituent of ribosome","GO:0006412","translation","GO:0005762;GO:0005739","mitochondrial large ribosomal subunit;mitochondrion","GO:0003735","structural constituent of ribosome","GO:0032543","mitochondrial translation","N/A","N/A"
"PF3D7_0315600","PF3D7_0315600.1","3274","Plasmodium falciparum 3D7","Pf3D7_03_v3:635,060..638,072(+)","PF3D7_0315600","10","GO:0005737","cytoplasm","GO:0046872","metal ion binding","N/A","N/A","GO:0005634","nucleus","N/A","N/A","N/A","N/A","N/A","N/A"
"PF3D7_0315700","PF3D7_0315700.1","1821","Plasmodium falciparum 3D7","Pf3D7_03_v3:638,283..641,306(+)","PF3D7_0315700","10","GO:0016021","integral component of membrane","N/A","N/A","N/A","N/A","GO:0016021","integral component of membrane","N/A","N/A","N/A","N/A","N/A","N/A"
"PF3D7_0315800","PF3D7_0315800.1","3999","Plasmodium falciparum 3D7","Pf3D7_03_v3:641,255..643,023(-)","PF3D7_0315800","10","N/A","N/A","GO:0016874;GO:0003676;GO:0061630;GO:0008270","ligase activity;nucleic acid binding;ubiquitin protein ligase activity;zinc ion binding","GO:0016567","protein ubiquitination","GO:0005829;GO:0005634","cytosol;nucleus","GO:0061630","ubiquitin protein ligase activity","GO:0016567;GO:0030155","protein ubiquitination;regulation of cell adhesion","N/A","N/A"
"PF3D7_0315900","PF3D7_0315900.1","4826","Plasmodium falciparum 3D7","Pf3D7_03_v3:644,186..645,268(+)","PF3D7_0315900","10","N/A","N/A","GO:0005524","ATP binding","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PF3D7_0316000","PF3D7_0316000.1","4539","Plasmodium falciparum 3D7","Pf3D7_03_v3:645,489..647,748(-)","PF3D7_0316000","10","GO:0016021","integral component of membrane","N/A","N/A","N/A","N/A","GO:0009986;GO:0020009;GO:0005739","cell surface;microneme;mitochondrion","GO:0046812","host cell surface binding","GO:0098609;GO:0044409","cell-cell adhesion;entry into host","N/A","N/A"
"PF3D7_0316100","PF3D7_0316100.1","4644","Plasmodium falciparum 3D7","Pf3D7_03_v3:647,361..649,671(+)","PF3D7_0316100","10","GO:0005840","ribosome","GO:0003735","structural constituent of ribosome","GO:0006412","translation","GO:0005762;GO:0005739","mitochondrial large ribosomal subunit;mitochondrion","GO:0003735","structural constituent of ribosome","N/A","N/A","N/A","N/A"
"PF3D7_0316200","PF3D7_0316200.1","386","Plasmodium falciparum 3D7","Pf3D7_03_v3:649,743..657,416(-)","PF3D7_0316200","10","GO:0016021","integral component of membrane","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PF3D7_0316300","PF3D7_0316300.1","3554","Plasmodium falciparum 3D7","Pf3D7_03_v3:658,272..661,980(+)","PF3D7_0316300","10","GO:0005737","cytoplasm","GO:0004427;GO:0000287","inorganic diphosphatase activity;magnesium ion binding","GO:0006796","phosphate-containing compound metabolic process","GO:0020011;GO:0005829","apicoplast;cytosol","GO:0004427;GO:0000287","inorganic diphosphatase activity;magnesium ion binding","GO:0071344;GO:0006796","diphosphate metabolic process;phosphate-containing compound metabolic process","3.6.1.1 (Inorganic diphosphatase)","3.6.1.1 (Inorganic diphosphatase)"
"PF3D7_0316300","PF3D7_0316300.2","3554","Plasmodium falciparum 3D7","Pf3D7_03_v3:658,272..661,980(+)","PF3D7_0316300","10","GO:0005737","cytoplasm","GO:0004427;GO:0000287","inorganic diphosphatase activity;magnesium ion binding","GO:0006796","phosphate-containing compound metabolic process","GO:0005829","cytosol","GO:0004427;GO:0000287;GO:0016462","inorganic diphosphatase activity;magnesium ion binding;pyrophosphatase activity","GO:0006796","phosphate-containing compound metabolic process","3.6.1.1 (Inorganic diphosphatase)","3.6.1.1 (Inorganic diphosphatase)"
"PF3D7_0316400","PF3D7_0316400.1","1656","Plasmodium falciparum 3D7","Pf3D7_03_v3:662,081..665,690(-)","PF3D7_0316400","10","N/A","N/A","N/A","N/A","N/A","N/A","GO:0020011;GO:0005634","apicoplast;nucleus","N/A","N/A","N/A","N/A","N/A","N/A"
"PF3D7_0316500","PF3D7_0316500.1","3377","Plasmodium falciparum 3D7","Pf3D7_03_v3:665,769..669,165(+)","PF3D7_0316500","10","GO:0031262;GO:0000776","Ndc80 complex;kinetochore","N/A","N/A","N/A","N/A","GO:0031262;GO:0000775;GO:0000778;GO:0000776;GO:0005634","Ndc80 complex;chromosome, centromeric region;condensed nuclear chromosome kinetochore;kinetochore;nucleus","GO:0044877","protein-containing complex binding","GO:0051315;GO:0007059;GO:0051383;GO:0045132;GO:0007052","attachment of mitotic spindle microtubules to kinetochore;chromosome segregation;kinetochore organization;meiotic chromosome segregation;mitotic spindle organization","N/A","N/A"
"PF3D7_0316600","PF3D7_0316600.1","4512","Plasmodium falciparum 3D7","Pf3D7_03_v3:668,469..672,475(-)","PF3D7_0316600","10","GO:0016020","membrane","GO:0022857","transmembrane transporter activity","GO:0055085","transmembrane transport","GO:0009986;GO:0005887","cell surface;integral component of plasma membrane","GO:0015513;GO:0015650","high-affinity secondary active nitrite transmembrane transporter activity;lactate:proton symporter activity","GO:0006846;GO:0015724;GO:0035873;GO:0015707;GO:0006848;GO:0009410","acetate transport;formate transport;lactate transmembrane transport;nitrite transport;pyruvate transport;response to xenobiotic stimulus","N/A","N/A"
"PF3D7_0316700","PF3D7_0316700.1","5250","Plasmodium falciparum 3D7","Pf3D7_03_v3:673,290..676,084(+)","PF3D7_0316700","10","GO:0016021","integral component of membrane","N/A","N/A","N/A","N/A","GO:0009986;GO:0005783;GO:0005634","cell surface;endoplasmic reticulum;nucleus","N/A","N/A","GO:0007029;GO:0071786","endoplasmic reticulum organization;endoplasmic reticulum tubular network organization","N/A","N/A"
"PF3D7_0316800","PF3D7_0316800.1","5920","Plasmodium falciparum 3D7","Pf3D7_03_v3:676,699..679,176(+)","PF3D7_0316800","10","GO:0005840","ribosome","GO:0003735","structural constituent of ribosome","GO:0006412","translation","GO:0022627;GO:0005634","cytosolic small ribosomal subunit;nucleus","GO:0003723;GO:0003735","RNA binding;structural constituent of ribosome","GO:0006412","translation","N/A","N/A"
"PF3D7_0316900","PF3D7_0316900.1","2772","Plasmodium falciparum 3D7","Pf3D7_03_v3:678,813..681,861(-)","PF3D7_0316900","10","GO:0016021","integral component of membrane","N/A","N/A","N/A","N/A","GO:0020011;GO:0005737","apicoplast;cytoplasm","GO:0061630;GO:0004842;GO:0008270","ubiquitin protein ligase activity;ubiquitin-protein transferase activity;zinc ion binding","GO:0016567","protein ubiquitination","6.3.2.19 (Transferred entry: 2.3.2.23, 2.3.2.27 and 6.2.1.45)","2.3.2.27 (RING-type E3 ubiquitin transferase);6.3.2.19 (Transferred entry: 2.3.2.23, 2.3.2.27 and 6.2.1.45)"
"PF3D7_0317000","PF3D7_0317000.1","5017","Plasmodium falciparum 3D7","Pf3D7_03_v3:682,236..684,432(-)","PF3D7_0317000","10","GO:0005839;GO:0019773","proteasome core complex;proteasome core complex, alpha-subunit complex","GO:0004298","threonine-type endopeptidase activity","GO:0051603;GO:0006511","proteolysis involved in cellular protein catabolic process;ubiquitin-dependent protein catabolic process","GO:0005737;GO:0005634;GO:0005839;GO:0019773","cytoplasm;nucleus;proteasome core complex;proteasome core complex, alpha-subunit complex","GO:0004175","endopeptidase activity","GO:0010498;GO:0010499;GO:0043161;GO:0006511","proteasomal protein catabolic process;proteasomal ubiquitin-independent protein catabolic process;proteasome-mediated ubiquitin-dependent protein catabolic process;ubiquitin-dependent protein catabolic process","3.4.25.1 (Proteasome endopeptidase complex)","3.4.25.1 (Proteasome endopeptidase complex)"
"PF3D7_0317200","PF3D7_0317200.1","920","Plasmodium falciparum 3D7","Pf3D7_03_v3:689,618..696,787(-)","PF3D7_0317200","10","N/A","N/A","GO:0005524;GO:0004693;GO:0004672","ATP binding;cyclin-dependent protein serine/threonine kinase activity;protein kinase activity","GO:0006468","protein phosphorylation","GO:0005829;GO:0005634;GO:0005956","cytosol;nucleus;protein kinase CK2 complex","GO:0004672;GO:0004674","protein kinase activity;protein serine/threonine kinase activity","GO:0006260;GO:0000278;GO:0018105;GO:0018107;GO:0006468;GO:0051726","DNA replication;mitotic cell cycle;peptidyl-serine phosphorylation;peptidyl-threonine phosphorylation;protein phosphorylation;regulation of cell cycle","2.7.11.22 (Cyclin-dependent kinase)","2.7.11.22 (Cyclin-dependent kinase)"
"PF3D7_0317300","PF3D7_0317300.1","153","Plasmodium falciparum 3D7","Pf3D7_03_v3:698,789..710,430(-)","PF3D7_0317300","10","N/A","N/A","N/A","N/A","N/A","N/A","GO:0005737;GO:0005789;GO:0016020;GO:0034399;GO:0005634","cytoplasm;endoplasmic reticulum membrane;membrane;nuclear periphery;nucleus","GO:0003700;GO:0005515;GO:0043565","DNA-binding transcription factor activity;protein binding;sequence-specific DNA binding","GO:0045893;GO:0016540","positive regulation of transcription, DNA-templated;protein autoprocessing","N/A","N/A"
"PF3D7_0317500","PF3D7_0317500.1","864","Plasmodium falciparum 3D7","Pf3D7_03_v3:716,493..722,640(-)","PF3D7_0317500","10","N/A","N/A","GO:0005524;GO:0008017;GO:0003777","ATP binding;microtubule binding;microtubule motor activity","GO:0007018","microtubule-based movement","GO:0005871;GO:0005634","kinesin complex;nucleus","GO:0016887;GO:0008017;GO:0003777;GO:0008574","ATP hydrolysis activity;microtubule binding;microtubule motor activity;plus-end-directed microtubule motor activity","GO:0007018;GO:0009410","microtubule-based movement;response to xenobiotic stimulus","N/A","N/A"
"PF3D7_0317600","PF3D7_0317600.1","5703","Plasmodium falciparum 3D7","Pf3D7_03_v3:724,394..726,450(+)","PF3D7_0317600","10","GO:0005840","ribosome","GO:0003735","structural constituent of ribosome","GO:0006412","translation","GO:0022627;GO:1903561;GO:0005634","cytosolic small ribosomal subunit;extracellular vesicle;nucleus","GO:0003735","structural constituent of ribosome","GO:0006412","translation","N/A","N/A"
"PF3D7_0317700","PF3D7_0317700.1","264","Plasmodium falciparum 3D7","Pf3D7_03_v3:727,544..738,158(+)","PF3D7_0317700","10","GO:0005634","nucleus","GO:0003676;GO:0005515","nucleic acid binding;protein binding","GO:0006281","DNA repair","GO:0031461;GO:0005634","cullin-RING ubiquitin ligase complex;nucleus","GO:0003684","damaged DNA binding","GO:0006289;GO:0043161","nucleotide-excision repair;proteasome-mediated ubiquitin-dependent protein catabolic process","N/A","N/A"
"PF3D7_0317800","PF3D7_0317800.1","5225","Plasmodium falciparum 3D7","Pf3D7_03_v3:737,151..739,019(-)","PF3D7_0317800","10","N/A","N/A","GO:0005515","protein binding","GO:0070682","proteasome regulatory particle assembly","GO:0005737;GO:0005634;GO:0005838","cytoplasm;nucleus;proteasome regulatory particle","N/A","N/A","GO:0070682;GO:0006511","proteasome regulatory particle assembly;ubiquitin-dependent protein catabolic process","N/A","3.4.25.1 (Proteasome endopeptidase complex)"
"PF3D7_0317900","PF3D7_0317900.1","2445","Plasmodium falciparum 3D7","Pf3D7_03_v3:739,193..742,054(+)","PF3D7_0317900","10","N/A","N/A","N/A","N/A","N/A","N/A","GO:0005739","mitochondrion","N/A","N/A","N/A","N/A","N/A","N/A"
"PF3D7_0318000","PF3D7_0318000.1","5407","Plasmodium falciparum 3D7","Pf3D7_03_v3:742,191..742,799(+)","PF3D7_0318000","10","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PF3D7_0318100","PF3D7_0318100.1","3899","Plasmodium falciparum 3D7","Pf3D7_03_v3:743,870..745,191(+)","PF3D7_0318100","10","GO:0016020","membrane","N/A","N/A","N/A","N/A","GO:0005739;GO:0005634","mitochondrion;nucleus","N/A","N/A","N/A","N/A","N/A","N/A"
"PF3D7_0318200","PF3D7_0318200.1","374","Plasmodium falciparum 3D7","Pf3D7_03_v3:747,275..756,485(+)","PF3D7_0318200","10","GO:0005665","RNA polymerase II, core complex","GO:0003677;GO:0003899;GO:0046872","DNA binding;DNA-directed 5'-3' RNA polymerase activity;metal ion binding","GO:0006366;GO:0006351","transcription by RNA polymerase II;transcription, DNA-templated","GO:0005665;GO:0005634","RNA polymerase II, core complex;nucleus","GO:0003899;GO:0005515","DNA-directed 5'-3' RNA polymerase activity;protein binding","GO:0006366","transcription by RNA polymerase II","2.7.7.6 (DNA-directed RNA polymerase)","2.7.7.6 (DNA-directed RNA polymerase)"
"PF3D7_0318300","PF3D7_0318300.1","1500","Plasmodium falciparum 3D7","Pf3D7_03_v3:756,194..760,677(-)","PF3D7_0318300","10","GO:0005737;GO:0016021;GO:0016020","cytoplasm;integral component of membrane;membrane","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PF3D7_0318400","PF3D7_0318400.1","2825","Plasmodium falciparum 3D7","Pf3D7_03_v3:761,693..765,439(-)","PF3D7_0318400","10","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PF3D7_0318500","PF3D7_0318500.1","59","Plasmodium falciparum 3D7","Pf3D7_03_v3:766,814..782,795(+)","PF3D7_0318500","10","GO:0016021","integral component of membrane","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PF3D7_0318600","PF3D7_0318600.1","1638","Plasmodium falciparum 3D7","Pf3D7_03_v3:782,940..787,364(-)","PF3D7_0318600","10","N/A","N/A","N/A","N/A","N/A","N/A","GO:0005847;GO:0005634","mRNA cleavage and polyadenylation specificity factor complex;nucleus","GO:0003729","mRNA binding","GO:0006379;GO:0006378;GO:0016180","mRNA cleavage;mRNA polyadenylation;snRNA processing","N/A","N/A"
"PF3D7_0318700","PF3D7_0318700.1","6007","Plasmodium falciparum 3D7","Pf3D7_03_v3:788,145..789,211(+)","PF3D7_0318700","10","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PF3D7_0318800","PF3D7_0318800.1","4064","Plasmodium falciparum 3D7","Pf3D7_03_v3:789,497..791,504(+)","PF3D7_0318800","10","N/A","N/A","GO:0003824;GO:0004807","catalytic activity;triose-phosphate isomerase activity","N/A","N/A","GO:0020011;GO:0005829","apicoplast;cytosol","GO:0004807","triose-phosphate isomerase activity","GO:0006094;GO:0046166;GO:0019563;GO:0006096","gluconeogenesis;glyceraldehyde-3-phosphate biosynthetic process;glycerol catabolic process;glycolytic process","5.3.1.1 (Triose-phosphate isomerase)","5.3.1.1 (Triose-phosphate isomerase)"
"PF3D7_0318900","PF3D7_0318900.1","3501","Plasmodium falciparum 3D7","Pf3D7_03_v3:791,312..794,096(-)","PF3D7_0318900","10","GO:0016021","integral component of membrane","N/A","N/A","N/A","N/A","GO:0005783","endoplasmic reticulum","GO:0003723;GO:0005509","RNA binding;calcium ion binding","N/A","N/A","N/A","N/A"
"PF3D7_0319100","PF3D7_0319100.1","6085","Plasmodium falciparum 3D7","Pf3D7_03_v3:801,493..803,378(-)","PF3D7_0319100","10","N/A","N/A","GO:0008270","zinc ion binding","N/A","N/A","GO:0031461;GO:0005634;GO:0000151","cullin-RING ubiquitin ligase complex;nucleus;ubiquitin ligase complex","GO:0097602;GO:0061630;GO:0004842","cullin family protein binding;ubiquitin protein ligase activity;ubiquitin-protein transferase activity","GO:0016567;GO:0006511","protein ubiquitination;ubiquitin-dependent protein catabolic process","6.3.2.19 (Transferred entry: 2.3.2.23, 2.3.2.27 and 6.2.1.45)","6.3.2.19 (Transferred entry: 2.3.2.23, 2.3.2.27 and 6.2.1.45)"
"PF3D7_0319200","PF3D7_0319200.1","1896","Plasmodium falciparum 3D7","Pf3D7_03_v3:803,517..806,736(-)","PF3D7_0319200","10","N/A","N/A","N/A","N/A","N/A","N/A","GO:0020011;GO:0005634","apicoplast;nucleus","GO:0000175;GO:0004518","3'-5'-exoribonuclease activity;nuclease activity","N/A","N/A","N/A","3.1.13.4 (Poly(A)-specific ribonuclease)"
"PF3D7_0319300","PF3D7_0319300.1","5709","Plasmodium falciparum 3D7","Pf3D7_03_v3:806,843..808,202(+)","PF3D7_0319300","10","N/A","N/A","GO:0005524;GO:0016746","ATP binding;acyltransferase activity","N/A","N/A","N/A","N/A","GO:0061631;GO:0004842","ubiquitin conjugating enzyme activity;ubiquitin-protein transferase activity","GO:0006281;GO:0016574;GO:0043161;GO:0000209","DNA repair;histone ubiquitination;proteasome-mediated ubiquitin-dependent protein catabolic process;protein polyubiquitination","2.3.2.23 (E2 ubiquitin-conjugating enzyme)","2.3.2.23 (E2 ubiquitin-conjugating enzyme);6.3.2.19 (Transferred entry: 2.3.2.23, 2.3.2.27 and 6.2.1.45)"
"PF3D7_0319400","PF3D7_0319400.1","1122","Plasmodium falciparum 3D7","Pf3D7_03_v3:809,093..814,903(+)","PF3D7_0319400","10","N/A","N/A","GO:0005524;GO:0008017;GO:0003777;GO:0016740","ATP binding;microtubule binding;microtubule motor activity;transferase activity","GO:0007018","microtubule-based movement","GO:0005871;GO:0005874;GO:0072686;GO:0005634","kinesin complex;microtubule;mitotic spindle;nucleus","GO:0016887;GO:0008017;GO:0003777;GO:0008574","ATP hydrolysis activity;microtubule binding;microtubule motor activity;plus-end-directed microtubule motor activity","GO:0007019;GO:0007018","microtubule depolymerization;microtubule-based movement","N/A","N/A"
"PF3D7_0319500","PF3D7_0319500.1","4513","Plasmodium falciparum 3D7","Pf3D7_03_v3:815,119..817,437(+)","PF3D7_0319500","10","N/A","N/A","GO:0003676","nucleic acid binding","N/A","N/A","GO:0005686;GO:0071011","U2 snRNP;precatalytic spliceosome","GO:0003723","RNA binding","GO:0000398","mRNA splicing, via spliceosome","N/A","N/A"
"PF3D7_0319600","PF3D7_0319600.1","5738","Plasmodium falciparum 3D7","Pf3D7_03_v3:817,542..819,496(+)","PF3D7_0319600","10","N/A","N/A","GO:0003746","translation elongation factor activity","GO:0006414","translational elongation","GO:0005829;GO:0005853;GO:0005634","cytosol;eukaryotic translation elongation factor 1 complex;nucleus","GO:0005085;GO:0003746","guanyl-nucleotide exchange factor activity;translation elongation factor activity","GO:0006414","translational elongation","N/A","N/A"
"PF3D7_0319700","PF3D7_0319700.1","208","Plasmodium falciparum 3D7","Pf3D7_03_v3:820,232..831,283(+)","PF3D7_0319700","10","GO:0016021","integral component of membrane","GO:0005524;GO:0016887;GO:0042626","ATP binding;ATP hydrolysis activity;ATPase-coupled transmembrane transporter activity","GO:0055085","transmembrane transport","GO:0016021;GO:0043231;GO:0016020","integral component of membrane;intracellular membrane-bounded organelle;membrane","GO:0042626;GO:0005319","ATPase-coupled transmembrane transporter activity;lipid transporter activity","GO:0006869;GO:0042493;GO:0009410","lipid transport;response to drug;response to xenobiotic stimulus","N/A","3.6.-.- (Acting on acid anhydrides.)"
"PF3D7_0319800","PF3D7_0319800.1","3308","Plasmodium falciparum 3D7","Pf3D7_03_v3:831,076..832,509(-)","PF3D7_0319800","10","GO:0005737","cytoplasm","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PF3D7_0319900","PF3D7_0319900.1","4465","Plasmodium falciparum 3D7","Pf3D7_03_v3:833,687..835,444(-)","PF3D7_0319900","10","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PF3D7_0320000","PF3D7_0320000.1","5830","Plasmodium falciparum 3D7","Pf3D7_03_v3:837,189..838,557(+)","PF3D7_0320000","10","N/A","N/A","GO:0004864","protein phosphatase inhibitor activity","GO:0043666;GO:0009966","regulation of phosphoprotein phosphatase activity;regulation of signal transduction","GO:0005737;GO:0005634","cytoplasm;nucleus","GO:0005515;GO:0004864;GO:0004865","protein binding;protein phosphatase inhibitor activity;protein serine/threonine phosphatase inhibitor activity","GO:0043666","regulation of phosphoprotein phosphatase activity","N/A","N/A"
"PF3D7_0320100","PF3D7_0320100.1","5251","Plasmodium falciparum 3D7","Pf3D7_03_v3:839,576..842,017(+)","PF3D7_0320100","10","GO:0016021","integral component of membrane","N/A","N/A","GO:0016192","vesicle-mediated transport","GO:0030134;GO:0012507;GO:0005794;GO:0000139;GO:0020036;GO:0031201;GO:0005783;GO:0005789;GO:0005793","COPII-coated ER to Golgi transport vesicle;ER to Golgi transport vesicle membrane;Golgi apparatus;Golgi membrane;Maurer's cleft;SNARE complex;endoplasmic reticulum;endoplasmic reticulum membrane;endoplasmic reticulum-Golgi intermediate compartment","GO:0005484","SNAP receptor activity","GO:0006888;GO:0006886;GO:0006890;GO:0048280;GO:0016192","endoplasmic reticulum to Golgi vesicle-mediated transport;intracellular protein transport;retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum;vesicle fusion with Golgi apparatus;vesicle-mediated transport","N/A","6.3.2.17 (Tetrahydrofolate synthase)"
"PF3D7_0320200","PF3D7_0320200.1","2853","Plasmodium falciparum 3D7","Pf3D7_03_v3:842,496..844,477(+)","PF3D7_0320200","10","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PF3D7_0320300","PF3D7_0320300.1","3052","Plasmodium falciparum 3D7","Pf3D7_03_v3:844,881..848,142(+)","PF3D7_0320300","10","N/A","N/A","GO:0005524;GO:0051082","ATP binding;unfolded protein binding","GO:0006457","protein folding","GO:0009986;GO:0005832;GO:0005829;GO:0005634","cell surface;chaperonin-containing T-complex;cytosol;nucleus","GO:0051082","unfolded protein binding","GO:0006457","protein folding","N/A","2.7.1.150 (1-phosphatidylinositol-3-phosphate 5-kinase)"
"PF3D7_0320400","PF3D7_0320400.1","220","Plasmodium falciparum 3D7","Pf3D7_03_v3:848,247..857,504(-)","PF3D7_0320400","10","N/A","N/A","N/A","N/A","N/A","N/A","GO:0009986","cell surface","N/A","N/A","N/A","N/A","N/A","N/A"
"PF3D7_0320500","PF3D7_0320500.1","3560","Plasmodium falciparum 3D7","Pf3D7_03_v3:860,221..862,776(+)","PF3D7_0320500","10","N/A","N/A","GO:0003824;GO:0016787;GO:0008936","catalytic activity;hydrolase activity;nicotinamidase activity","GO:0008152","metabolic process","GO:0005737;GO:0005634","cytoplasm;nucleus","N/A","N/A","N/A","N/A","3.5.1.19 (Nicotinamidase)","3.5.1.19 (Nicotinamidase)"
"PF3D7_0320600","PF3D7_0320600.1","5909","Plasmodium falciparum 3D7","Pf3D7_03_v3:862,233..864,181(-)","PF3D7_0320600","10","GO:0005737","cytoplasm","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"PF3D7_0320700","PF3D7_0320700.1","5589","Plasmodium falciparum 3D7","Pf3D7_03_v3:864,860..866,969(+)","PF3D7_0320700","10","GO:0016021;GO:0005787","integral component of membrane;signal peptidase complex","GO:0008233","peptidase activity","GO:0006465","signal peptide processing","GO:0005783;GO:0005787","endoplasmic reticulum;signal peptidase complex","GO:0004175;GO:0005515","endopeptidase activity;protein binding","GO:0045047;GO:0015031;GO:0006465","protein targeting to ER;protein transport;signal peptide processing","3.4.21.89 (Signal peptidase I)","3.4.-.- (Acting on peptide bonds (peptidases).);3.4.21.89 (Signal peptidase I)"
"PF3D7_0320800","PF3D7_0320800.1","3538","Plasmodium falciparum 3D7","Pf3D7_03_v3:869,089..872,456(+)","PF3D7_0320800","10","N/A","N/A","GO:0005524;GO:0004386;GO:0003676","ATP binding;helicase activity;nucleic acid binding","N/A","N/A","GO:0000932;GO:0005737;GO:0010494;GO:0005634","P-body;cytoplasm;cytoplasmic stress granule;nucleus","GO:0003724;GO:0003729;GO:0005515","RNA helicase activity;mRNA binding;protein binding","GO:0033962;GO:0034063","P-body assembly;stress granule assembly","3.6.4.13 (RNA helicase)","3.6.1.3 (Deleted entry);3.6.4.13 (RNA helicase)"
"PF3D7_0320900","PF3D7_0320900.1","5721","Plasmodium falciparum 3D7","Pf3D7_03_v3:874,313..876,685(+)","PF3D7_0320900","10","GO:0000786","nucleosome","GO:0003677;GO:0046982","DNA binding;protein heterodimerization activity","N/A","N/A","GO:0000785;GO:0000786;GO:0005634","chromatin;nucleosome;nucleus","GO:0003677;GO:0003723;GO:0003682","DNA binding;RNA binding;chromatin binding","GO:0006333;GO:0006325;GO:0006342","chromatin assembly or disassembly;chromatin organization;chromatin silencing","N/A","N/A"
"PF3D7_0321000","PF3D7_0321000.1","3244","Plasmodium falciparum 3D7","Pf3D7_03_v3:877,409..879,789(+)","PF3D7_0321000","10","GO:0016021","integral component of membrane","N/A","N/A","N/A","N/A","GO:0020011","apicoplast","N/A","N/A","N/A","N/A","N/A","N/A"
